tool_name,category,release_year,pricing,open_source,github_stars,company,monthly_users,tags
AITool_931,Design AI,2021,Enterprise,Yes,120512,Independent,31431961,"chatbot,text,design"
AITool_932,Design AI,2021,Paid,Yes,88038,Independent,10689124,"research,assistant,text"
AITool_933,Video AI,2024,Paid,No,85542,Adobe,44748659,"productivity,design,developer"
AITool_934,Speech AI,2021,Freemium,Yes,88776,Adobe,19987955,"marketing,chatbot,research"
AITool_935,LLM,2024,Enterprise,Yes,34039,Adobe,775294,"image,text,automation"
AITool_936,Speech AI,2025,Paid,No,25969,Google,9187380,"voice,assistant,productivity"
AITool_937,Design AI,2021,Freemium,Yes,122112,Google,36066234,"video,research,assistant"
AITool_938,Design AI,2021,Free,No,37110,Microsoft,20488477,"voice,image,assistant"
AITool_939,Productivity AI,2025,Freemium,Yes,114725,Microsoft,40282840,"video,chatbot,developer"
AITool_940,Marketing AI,2024,Paid,No,141127,Google,43848319,"assistant,video,voice"
AITool_941,Research AI,2020,Enterprise,No,149992,Anthropic,21300098,"assistant,text,research"
AITool_942,Image Generation,2022,Freemium,No,75507,Startup,34199183,"design,marketing,productivity"
AITool_943,Design AI,2021,Enterprise,No,102015,Anthropic,45094056,"marketing,video,image"
AITool_944,Speech AI,2023,Paid,Yes,154637,OpenAI,43399231,"marketing,research,voice"
AITool_945,Coding Assistant,2025,Free,Yes,179925,Google,8739446,"developer,video,design"
AITool_946,Image Generation,2022,Paid,No,118262,Meta,33197522,"marketing,assistant,developer"
AITool_947,LLM,2023,Freemium,Yes,190351,Independent,8907012,"image,design,developer"
AITool_948,Design AI,2023,Paid,Yes,44005,AWS,7141536,"developer,research,chatbot"
AITool_949,LLM,2023,Paid,No,139943,Anthropic,28195653,"developer,design,video"
AITool_950,Video AI,2022,Paid,Yes,195742,Adobe,15900365,"text,image,chatbot"
AITool_951,Research AI,2024,Free,No,66939,Meta,34326624,"image,research,chatbot"
AITool_952,Music AI,2021,Freemium,Yes,77621,Google,25535692,"marketing,chatbot,design"
AITool_953,Productivity AI,2022,Free,Yes,46464,Independent,40171301,"assistant,developer,chatbot"
AITool_954,Speech AI,2023,Free,No,106855,Anthropic,41574689,"video,productivity,research"
AITool_955,Coding Assistant,2023,Enterprise,No,179826,Microsoft,41788574,"design,assistant,research"
AITool_956,Design AI,2023,Paid,No,9907,Independent,17056252,"research,assistant,video"
AITool_957,Music AI,2026,Paid,Yes,80072,Microsoft,49210771,"automation,design,marketing"
AITool_958,Video AI,2025,Free,No,100482,OpenAI,33836804,"marketing,research,developer"
AITool_959,Research AI,2021,Enterprise,Yes,8154,Meta,13170072,"text,marketing,research"
AITool_960,Productivity AI,2023,Freemium,Yes,169436,AWS,7161310,"automation,assistant,text"
AITool_961,Speech AI,2024,Enterprise,No,62014,Meta,47731775,"chatbot,voice,automation"
AITool_962,Image Generation,2021,Paid,No,151690,Microsoft,17629546,"developer,image,assistant"
AITool_963,Productivity AI,2021,Freemium,Yes,8625,Meta,35010720,"research,productivity,developer"
AITool_964,Coding Assistant,2026,Freemium,Yes,21431,Startup,40148977,"marketing,image,video"
AITool_965,Research AI,2020,Freemium,Yes,104534,Anthropic,19377012,"productivity,design,image"
AITool_966,Video AI,2026,Enterprise,No,108103,Startup,12393335,"video,text,design"
AITool_967,Image Generation,2024,Enterprise,No,144341,Adobe,37307475,"video,image,voice"
AITool_968,Image Generation,2021,Paid,Yes,142530,Google,33372856,"design,text,productivity"
AITool_969,Research AI,2025,Freemium,Yes,108163,Independent,11056177,"chatbot,assistant,research"
AITool_970,Image Generation,2025,Free,Yes,2303,AWS,4906865,"chatbot,automation,productivity"
AITool_971,Video AI,2024,Enterprise,No,85961,Adobe,42012844,"video,text,productivity"
AITool_972,Productivity AI,2025,Freemium,No,125849,Startup,8244124,"text,research,developer"
AITool_973,Video AI,2026,Paid,No,139320,Google,29181656,"voice,productivity,video"
AITool_974,Marketing AI,2026,Enterprise,Yes,68894,Meta,10298612,"research,marketing,voice"
AITool_975,Coding Assistant,2022,Freemium,No,93609,Anthropic,7919448,"video,image,developer"
AITool_976,Coding Assistant,2025,Enterprise,No,15725,OpenAI,32630474,"voice,research,chatbot"
AITool_977,Productivity AI,2021,Enterprise,No,89977,Anthropic,10395198,"research,automation,chatbot"
AITool_978,Marketing AI,2022,Enterprise,No,80304,Independent,22556646,"voice,assistant,chatbot"
AITool_979,Research AI,2026,Enterprise,No,159378,Adobe,16252576,"text,productivity,research"
AITool_980,Marketing AI,2020,Paid,Yes,1291,Startup,8606303,"research,text,design"
AITool_981,Video AI,2026,Free,No,94236,Google,44144327,"design,text,research"
AITool_982,Productivity AI,2025,Enterprise,Yes,4524,Google,994467,"image,marketing,text"
AITool_983,Research AI,2023,Paid,No,104047,Google,27487162,"chatbot,text,video"
AITool_984,Speech AI,2026,Enterprise,Yes,4402,AWS,15264108,"voice,design,image"
AITool_985,Video AI,2022,Paid,No,36230,Independent,34383969,"developer,assistant,automation"
AITool_986,Music AI,2020,Free,No,18859,Microsoft,34175604,"design,text,voice"
AITool_987,Marketing AI,2020,Enterprise,Yes,60014,Anthropic,25310176,"image,video,text"
AITool_988,Coding Assistant,2025,Free,No,128672,Startup,81820,"design,marketing,developer"
AITool_989,Marketing AI,2023,Enterprise,Yes,21600,AWS,13224176,"text,image,research"
AITool_990,Speech AI,2021,Free,No,109080,Meta,5328464,"marketing,chatbot,assistant"
AITool_991,Image Generation,2022,Paid,No,128985,Meta,17518577,"marketing,text,voice"
AITool_992,LLM,2025,Freemium,Yes,43260,Anthropic,31941866,"voice,productivity,design"
AITool_993,Music AI,2023,Paid,No,17231,Microsoft,47772728,"assistant,automation,chatbot"
AITool_994,Research AI,2022,Paid,No,28160,AWS,25807654,"design,developer,video"
AITool_995,Speech AI,2021,Paid,Yes,162972,Google,41499851,"video,productivity,assistant"
AITool_996,Research AI,2020,Enterprise,No,43327,Meta,36893067,"marketing,productivity,text"
AITool_997,Coding Assistant,2023,Enterprise,No,193615,Independent,31758633,"image,assistant,marketing"
AITool_998,Music AI,2023,Freemium,No,4318,Startup,48606193,"video,chatbot,developer"
AITool_999,LLM,2022,Enterprise,No,157516,Adobe,1682753,"research,assistant,video"
AITool_1000,Design AI,2024,Freemium,No,195564,AWS,6935209,"video,text,developer"
AITool_1001,LLM,2025,Enterprise,No,97646,OpenAI,38118168,"productivity,automation,video"
AITool_1002,Video AI,2026,Free,No,177445,OpenAI,15484489,"automation,video,research"
AITool_1003,Research AI,2022,Paid,Yes,179123,Independent,35631020,"image,marketing,developer"
AITool_1004,Video AI,2026,Freemium,No,117755,Adobe,34156477,"research,developer,video"
AITool_1005,Image Generation,2024,Paid,Yes,172344,Microsoft,29403214,"automation,video,text"
AITool_1006,Speech AI,2021,Freemium,No,170235,Startup,41820519,"design,research,productivity"
AITool_1007,Coding Assistant,2024,Freemium,No,86183,Independent,37075396,"text,research,design"
AITool_1008,Speech AI,2024,Freemium,No,85164,AWS,26635384,"video,voice,marketing"
AITool_1009,Music AI,2020,Free,No,112014,Adobe,3829815,"marketing,image,video"
AITool_1010,Marketing AI,2023,Enterprise,Yes,40902,OpenAI,8166157,"research,automation,chatbot"
AITool_1011,Productivity AI,2020,Enterprise,No,116333,Microsoft,19324554,"assistant,productivity,developer"
AITool_1012,LLM,2022,Paid,No,57250,Independent,28797746,"automation,image,developer"
AITool_1013,Video AI,2026,Free,Yes,128142,Independent,35410465,"marketing,design,chatbot"
AITool_1014,Marketing AI,2021,Paid,No,19512,Adobe,35502949,"design,assistant,chatbot"
AITool_1015,Music AI,2021,Free,Yes,11607,Meta,38354945,"image,design,video"
AITool_1016,Coding Assistant,2024,Paid,Yes,926,Microsoft,36356185,"productivity,research,design"
AITool_1017,Coding Assistant,2022,Paid,Yes,174671,Meta,40139238,"chatbot,research,productivity"
AITool_1018,Productivity AI,2026,Freemium,No,17943,Anthropic,22669924,"research,automation,productivity"
AITool_1019,Design AI,2020,Paid,No,94490,Meta,29173583,"marketing,developer,video"
AITool_1020,Speech AI,2022,Enterprise,No,166342,Meta,31865690,"design,developer,assistant"
AITool_1021,Marketing AI,2024,Freemium,Yes,37890,Adobe,4621392,"research,design,image"
AITool_1022,Coding Assistant,2021,Freemium,Yes,154219,AWS,24120396,"chatbot,research,developer"
AITool_1023,Speech AI,2022,Paid,No,153612,Independent,17029801,"text,assistant,voice"
AITool_1024,LLM,2020,Freemium,No,73516,Adobe,30426117,"automation,image,assistant"
AITool_1025,Research AI,2021,Enterprise,Yes,165925,AWS,11318923,"developer,video,chatbot"
AITool_1026,Music AI,2022,Paid,No,99261,Startup,39020865,"chatbot,marketing,developer"
AITool_1027,Coding Assistant,2021,Free,No,139674,Anthropic,44104839,"marketing,design,video"
AITool_1028,Image Generation,2020,Enterprise,Yes,8362,Microsoft,5539257,"chatbot,automation,productivity"
AITool_1029,Image Generation,2020,Free,Yes,47573,Adobe,9536147,"chatbot,productivity,developer"
AITool_1030,LLM,2024,Freemium,Yes,145458,Anthropic,49706041,"marketing,productivity,text"
AITool_1031,Speech AI,2021,Paid,Yes,187838,OpenAI,43821400,"productivity,research,automation"
AITool_1032,Speech AI,2021,Paid,Yes,17623,Google,45978616,"marketing,productivity,design"
AITool_1033,Speech AI,2022,Enterprise,Yes,44891,Adobe,13527130,"productivity,marketing,voice"
AITool_1034,Music AI,2026,Free,Yes,159176,Meta,26378622,"research,video,design"
AITool_1035,Video AI,2026,Freemium,Yes,76558,Microsoft,26376404,"voice,chatbot,developer"
AITool_1036,Video AI,2024,Free,Yes,126008,Google,24881300,"video,assistant,design"
AITool_1037,Video AI,2023,Freemium,No,79505,Anthropic,12736486,"voice,marketing,text"
AITool_1038,LLM,2022,Free,Yes,128007,Startup,12044144,"automation,text,developer"
AITool_1039,Marketing AI,2024,Freemium,Yes,117678,Microsoft,28097322,"image,chatbot,automation"
AITool_1040,Marketing AI,2026,Paid,Yes,105075,Microsoft,47949610,"design,marketing,developer"
AITool_1041,Coding Assistant,2022,Paid,No,86345,AWS,15271061,"image,chatbot,productivity"
AITool_1042,Marketing AI,2025,Freemium,No,168353,Startup,1212415,"automation,assistant,chatbot"
AITool_1043,Speech AI,2024,Free,Yes,97569,AWS,14222553,"marketing,assistant,research"
AITool_1044,Coding Assistant,2024,Freemium,No,178026,Meta,16083211,"video,chatbot,research"
AITool_1045,Productivity AI,2022,Enterprise,Yes,114191,OpenAI,24698872,"automation,video,design"
AITool_1046,Coding Assistant,2026,Paid,No,77302,Meta,9706286,"assistant,developer,chatbot"
AITool_1047,Design AI,2022,Enterprise,Yes,186149,Independent,727470,"text,voice,developer"
AITool_1048,Music AI,2021,Free,Yes,153358,Microsoft,45192438,"automation,image,text"
AITool_1049,Image Generation,2021,Freemium,Yes,182771,Anthropic,25510404,"chatbot,marketing,productivity"
AITool_1050,Video AI,2021,Freemium,No,155509,OpenAI,45575983,"developer,marketing,automation"
AITool_1051,Research AI,2024,Enterprise,Yes,27762,Microsoft,33316292,"video,research,automation"
AITool_1052,Video AI,2023,Freemium,No,46473,Independent,2663409,"design,video,image"
AITool_1053,Research AI,2024,Free,Yes,61729,Startup,38131806,"video,chatbot,productivity"
AITool_1054,Image Generation,2021,Freemium,No,72356,Startup,35515079,"video,productivity,voice"
AITool_1055,Research AI,2021,Free,No,95655,Microsoft,13396430,"developer,automation,assistant"
AITool_1056,Design AI,2025,Freemium,Yes,83028,Independent,10392549,"text,research,design"
AITool_1057,Design AI,2022,Freemium,No,132101,Anthropic,19114977,"chatbot,research,developer"
AITool_1058,Music AI,2021,Enterprise,No,92086,Microsoft,4846739,"voice,productivity,automation"
AITool_1059,Music AI,2025,Free,Yes,170461,Meta,46924868,"assistant,productivity,text"
AITool_1060,Video AI,2025,Free,Yes,177738,Adobe,27640212,"assistant,text,chatbot"
AITool_1061,Research AI,2024,Paid,Yes,84160,Microsoft,32673791,"productivity,video,chatbot"
AITool_1062,Music AI,2020,Free,No,89896,Microsoft,29309474,"research,developer,image"
AITool_1063,Coding Assistant,2024,Free,No,118696,Google,15280562,"developer,productivity,design"
AITool_1064,Marketing AI,2024,Paid,No,96757,Adobe,44989643,"productivity,chatbot,voice"
AITool_1065,Music AI,2023,Enterprise,Yes,113367,Startup,45256575,"video,automation,text"
AITool_1066,Design AI,2026,Free,No,170580,Google,28818337,"chatbot,developer,productivity"
AITool_1067,Design AI,2022,Free,No,182134,Independent,6045260,"image,text,developer"
AITool_1068,Speech AI,2021,Enterprise,Yes,80607,Microsoft,23534926,"text,assistant,image"
AITool_1069,Image Generation,2021,Free,Yes,147751,Google,11315591,"voice,video,developer"
AITool_1070,Speech AI,2024,Freemium,No,186319,AWS,4129784,"marketing,developer,image"
AITool_1071,LLM,2022,Paid,No,148697,Microsoft,29541117,"text,marketing,developer"
AITool_1072,Marketing AI,2025,Freemium,Yes,85201,Anthropic,123845,"developer,video,automation"
AITool_1073,Image Generation,2023,Free,Yes,166335,Independent,248953,"research,video,assistant"
AITool_1074,Coding Assistant,2021,Paid,No,117985,OpenAI,35348168,"marketing,image,assistant"
AITool_1075,Image Generation,2024,Freemium,No,102337,Independent,7914992,"automation,voice,assistant"
AITool_1076,Marketing AI,2024,Enterprise,Yes,178111,Google,46683369,"assistant,video,text"
AITool_1077,Research AI,2023,Free,Yes,164332,AWS,47186624,"voice,design,assistant"
AITool_1078,Marketing AI,2020,Freemium,Yes,196191,Meta,7151405,"research,video,automation"
AITool_1079,Design AI,2020,Freemium,No,12429,Anthropic,17136810,"developer,assistant,design"
AITool_1080,Marketing AI,2023,Free,Yes,36016,Meta,36473884,"design,chatbot,research"
AITool_1081,Productivity AI,2023,Free,No,113859,Meta,1245863,"developer,productivity,marketing"
AITool_1082,Research AI,2026,Paid,No,11219,AWS,13081129,"voice,research,chatbot"
AITool_1083,Marketing AI,2022,Freemium,No,195676,Microsoft,32002285,"research,chatbot,automation"
AITool_1084,Research AI,2020,Enterprise,No,122861,OpenAI,22390190,"marketing,developer,text"
AITool_1085,Productivity AI,2023,Free,No,191756,Independent,10997397,"chatbot,image,research"
AITool_1086,Research AI,2022,Paid,Yes,105680,AWS,657672,"video,design,assistant"
AITool_1087,Marketing AI,2022,Free,No,122716,AWS,34780277,"marketing,productivity,video"
AITool_1088,Coding Assistant,2023,Enterprise,No,108517,Independent,484080,"assistant,automation,text"
AITool_1089,Research AI,2022,Paid,No,86349,Meta,29254759,"assistant,research,productivity"
AITool_1090,Marketing AI,2026,Freemium,No,58511,Anthropic,17431010,"research,marketing,video"
AITool_1091,Coding Assistant,2021,Enterprise,Yes,125237,Startup,45825830,"marketing,research,automation"
AITool_1092,Design AI,2020,Freemium,Yes,170909,Independent,5438356,"marketing,research,productivity"
AITool_1093,Speech AI,2023,Paid,No,5287,Startup,31229653,"chatbot,text,automation"
AITool_1094,Marketing AI,2024,Free,No,78049,AWS,44390976,"video,voice,text"
AITool_1095,Music AI,2022,Paid,No,87308,AWS,16850161,"voice,marketing,automation"
AITool_1096,Video AI,2020,Free,Yes,158736,Google,35204119,"video,automation,image"
AITool_1097,Coding Assistant,2024,Paid,No,168698,Adobe,20634504,"design,assistant,automation"
AITool_1098,Speech AI,2025,Enterprise,Yes,175548,Independent,43325651,"developer,marketing,design"
AITool_1099,Image Generation,2021,Free,No,107087,Microsoft,41859185,"marketing,productivity,chatbot"
AITool_1100,Image Generation,2021,Enterprise,Yes,27638,Google,39661225,"image,productivity,voice"
AITool_1101,LLM,2024,Enterprise,No,148470,AWS,10524690,"video,text,research"
AITool_1102,Video AI,2020,Paid,No,92601,Startup,38401001,"voice,image,text"
AITool_1103,Speech AI,2022,Enterprise,No,128762,Adobe,21276690,"video,chatbot,productivity"
AITool_1104,Music AI,2021,Paid,Yes,169409,Startup,25164116,"research,image,automation"
AITool_1105,Music AI,2022,Free,No,141783,AWS,34113170,"chatbot,voice,assistant"
AITool_1106,Research AI,2025,Freemium,No,60860,Startup,41278204,"assistant,image,text"
AITool_1107,Design AI,2025,Free,No,174231,Anthropic,32849373,"marketing,assistant,text"
AITool_1108,Research AI,2022,Free,Yes,65979,Independent,25064081,"design,voice,assistant"
AITool_1109,Research AI,2022,Freemium,No,92239,OpenAI,38858411,"research,chatbot,design"
AITool_1110,Design AI,2026,Paid,Yes,176962,OpenAI,6719457,"developer,design,text"
AITool_1111,Research AI,2022,Free,No,35161,Google,32124213,"image,chatbot,productivity"
AITool_1112,Video AI,2025,Free,No,85097,Anthropic,32949688,"image,marketing,video"
AITool_1113,Speech AI,2026,Free,No,115933,Google,20413562,"automation,voice,assistant"
AITool_1114,Image Generation,2022,Freemium,Yes,118065,Startup,22859750,"assistant,voice,marketing"
AITool_1115,Marketing AI,2022,Enterprise,No,98451,Anthropic,31890911,"productivity,voice,developer"
AITool_1116,Video AI,2025,Free,Yes,17645,Google,32219250,"video,design,productivity"
AITool_1117,LLM,2024,Free,Yes,114681,OpenAI,16266625,"voice,research,marketing"
AITool_1118,Video AI,2022,Freemium,Yes,123781,Independent,20066766,"video,text,developer"
AITool_1119,Video AI,2021,Free,Yes,106555,AWS,17418176,"assistant,productivity,research"
AITool_1120,Design AI,2022,Paid,Yes,198560,Meta,43316577,"video,image,research"
AITool_1121,Music AI,2020,Freemium,No,66338,Microsoft,13253676,"design,automation,research"
AITool_1122,Coding Assistant,2020,Paid,No,188567,AWS,32562170,"developer,automation,image"
AITool_1123,Video AI,2022,Enterprise,Yes,21280,Adobe,35919584,"text,productivity,automation"
AITool_1124,LLM,2024,Freemium,No,157961,Meta,10231340,"marketing,assistant,video"
AITool_1125,Productivity AI,2021,Free,No,42074,Meta,13689000,"text,design,developer"
AITool_1126,Speech AI,2021,Paid,Yes,113708,Anthropic,28851509,"video,research,productivity"
AITool_1127,Coding Assistant,2025,Free,No,156440,Adobe,23142639,"assistant,automation,image"
